vezes_acima,grupo,perfil,seguidores,data,interacoes,curtidas,comentarios,mediana_perfil,legenda,link,coletado,capa
6.2,ia,alberta.tech,321970,16/09/2026,7187,7037,150,1163,It’s time to tell the truth. We’ve never seen one in real life. Vibe coders certainly aren’t using them. And there’s a reason for that: Linked Lists aren’t real.,https://www.instagram.com/p/DdW9H-gln7g/,2026-09-25 19:36,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/789489050_18123573707485474_6779827371998299034_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=104&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=eJjB_0WvzQQQ7kNvwEAADZy&_nc_oc=AdqaFJJ-UicE6Ge_xJwhk-pLOODKLIWSylx0kCyHD6t1O5cuGrYEEZdF9n338hJrSqE&_nc_zt=23&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=DIqQXgMOoaFPxEhdIISp9Q&oh=00_AQLAP8ZbcQb1fHjgmpCWYL_7nNu1SeXosBA8upDW0tholA&oe=6ABC9432
6.2,dono,codiesanchez,3398122,20/09/2026,16334,16245,89,2638,"We’re having fun talking to billionaires and answering your business questions. So f* it… you’ve got one more chance to join us. 10am central, we’re doing ONE MORE DAY of the Own or Be Owned book launch. Still not regist",https://www.instagram.com/p/Ddgup0llQbd/,2026-09-25 19:36,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/795644380_18634158748037688_8783506968195999637_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=107&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=IUVAgs4udDoQ7kNvwH0Kxqm&_nc_oc=AdqeDTw4K8vnGRA_AXSYZwaLr7El823FHkym2QX1b27ZbPCLa31eo-wwvrCikKE94oI&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=2nOvD9NnPkzHXvrweNTFaQ&oh=00_AQIRmN-nhuYS047CA26sAInZfl7DZ9RlEnDb1shdo5g8cw&oe=6ABCB6AC
6.0,ia,renatoasse,128463,10/08/2026,259,250,9,43,"Em 3 de agosto de 2026, a Alibaba lançou o Qwen3.8-Max, o maior modelo de IA que já fez: 2,4 trilhões de parâmetros e memória de até 1 milhão de tokens. ­ Segundo a própria Alibaba, o novo modelo bateu o Claude Fable 5 (",https://www.instagram.com/p/Db2-8vwjRpJ/,2026-09-25 19:36,https://scontent-iad3-2.cdninstagram.com/v/t39.30808-6/764056708_1885445349435611_5667315753419125157_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=6jNn0epVSmIQ7kNvwG4xdGZ&_nc_oc=AdrN17SGxImCSl7D6w53S1xP8bCSlCENZiFRHvBaTaElHQV4FZS3jUAYvH4GdkzYnYs&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=qsOgaPaPuH98eNEbmv9DwA&oh=00_AQJCi3uvFmtxqNiXeidNEVXdRzchy4FkroUSuzSZQkPefg&oe=6ABC9669
5.9,dono,codiesanchez,3398122,16/09/2026,15545,15406,139,2638,"Yes, discipline is boring, but being broke is even f***ing worse. 🚨🚨 ALERT: I spent 15 years in finance learning how rich people actually win. The lesson? Most people work way too f ing hard for the money they take home.",https://www.instagram.com/p/DdWWJGYG-y-/,2026-09-25 19:36,https://scontent-iad6-1.cdninstagram.com/v/t39.30808-6/795465523_1449888553621859_1820582332558189857_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=100&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=rCaVR_EZemUQ7kNvwHyWDsi&_nc_oc=Adoa5sTHd7DrSbFxeOWb0uqoKDlFG_V8uTfeFHActLjQ0Sm4A40nSrMDTNMNr1LotGc&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=2nOvD9NnPkzHXvrweNTFaQ&oh=00_AQKco8U1KwSJx_qSn0lTOl5QfhZE2icp9kh5j0pS8IUu5g&oe=6ABC92DB
5.8,ia,alberta.tech,321970,08/09/2026,6799,6771,28,1163,Your co-worker who definitely doesn’t know how to code 😩,https://www.instagram.com/p/DdCrv7kEQb2/,2026-09-25 19:36,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/801220230_18122543276485474_544034895147229038_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=102&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=yR3TaZ8HrSUQ7kNvwFfzw1B&_nc_oc=AdrjuyHCc7Rhl8ZmcEdFGmMwLdUOuH6yywGFFgIrXLHvzZ3tRC6iAnqyLJ_7FtVkE90&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=DIqQXgMOoaFPxEhdIISp9Q&oh=00_AQJf2o1TGnfpr-RfcFsW5-iVP1HIajbtTfAG6K98svrVlA&oe=6ABCAB7A
5.3,ia,handlytech,993457,08/09/2026,1216,888,328,229,Comment “GOOGLE” and I’ll send you all 10 links ✅ 10 FREE Google AI tools you should try before paying for another AI tool: 1. Antigravity: build complete apps with AI agents 2. Flow Music: create full songs and AI music,https://www.instagram.com/p/DdBbjYaCAaV/,2026-09-25 19:36,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/800934787_18035970719838901_6750881197796336613_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=107&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=INvjub3wgIUQ7kNvwF26z-I&_nc_oc=AdrWS4v3Nua8N0zo4piXHPWz_Uneth9zwtdUebResDMcXneUIa1FzoRladrvZ79VkE8&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=lyrerkxHWD-uZNmZ5FYY0g&oh=00_AQKcBNkZ7vsp0X53tC3yB2-85qs3q3tN3uJ10rynpzh7ag&oe=6ABCA511
5.1,ia,godofprompt,349696,13/09/2026,2900,1562,1338,566,"Comment “claude” and I’ll send you the full Claude Mastery Guide. Claude can build an entire system that earns money while you sleep, if you know how to ask it. There’s a difference between building a business and buildi",https://www.instagram.com/p/DdPficfHPyL/,2026-09-25 19:36,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/808137060_18015815714956776_1485073098864541067_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=xXn0Q71uPRUQ7kNvwF3aBU0&_nc_oc=AdojsvPQJOSxh19MarYZhSfcq0QEhqKo3VY_l7kZgK7iepvDoYP84ChJF4Igf1d9LdQ&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=KBlmSydkwspAgPc3z7KBpQ&oh=00_AQIh4vpafLU3gxdV4fcttKvvBoKYmPNN-tf1KNBWU4wlFA&oe=6ABC8F0D
5.0,ia,karinedolago,229384,03/08/2026,1022,472,550,204,"Assistir à aula é o primeiro passo. Aplicar o que você aprendeu é o que começa a mudar a forma como você trabalha. Na Aula 01, você identificou em qual nível está usando Inteligência Artificial hoje. Agora, eu quero te p",https://www.instagram.com/p/DbmQZ4dneci/,2026-09-25 19:36,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/765602318_18620082685055211_1194675246955202362_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=xeWwPT93jFMQ7kNvwHFFW8U&_nc_oc=AdoSHMY2UAeZclYFCv0Fqt0-QOcf1gtuGYWQ5QC1UWne8lM7XNxa85qsVg9VTkOEQyc&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=i_InM-FntEDs2nfJQnpORA&oh=00_AQJTJBCRJwS_Y1B4BnXUPRY35Dc80ZB8eSfXAAoqnLw6Iw&oe=6ABC8D34
4.9,ia,yourchatgptguide,1672379,21/08/2026,1754,1739,15,358,Download The Ultimate ChatGPT Prompts Handbook (Link is in Bio) and get 700+ Done for you ChatGPT Prompts straight into your mail inbox 📥 Save this Post as a guide for future reference. Follow yourchatgptguide for more. ,https://www.instagram.com/p/DcTYqIPCJjD/,2026-09-25 19:36,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/781137181_18007153109955966_4765835403443039447_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=106&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=ANHwrJPmp3QQ7kNvwH9eEcX&_nc_oc=AdrdsB6hObZ_Cgfxj-HTG6hRFHKfvkoNlxa_2CMQkerscmmaZhNsgGWQ429wl_snzkE&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=jEfR45uq6DHwdBK6won5lw&oh=00_AQJnAaYIiUh0zMC5pMyiQQFEqEmdTbpOwYComXLLTav1aQ&oe=6ABCAC05
4.3,dono,codiesanchez,3398122,19/09/2026,11277,11157,120,2638,"Yesterday gave away more than $1M in prizes, free rent for a year, $75K in business grants, $200K in Replit credits, private consulting and the energy was insane. So guess what? We’re doing it again TODAY. 10am central, ",https://www.instagram.com/p/DdeIiefFQ_0/,2026-09-25 19:36,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/817624916_18633793180037688_4003875601399833908_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=uqtjP2CkILIQ7kNvwEvC5Tv&_nc_oc=AdpAV-Bz5rX2M2_MKcSUOn4wXMT1fe53h-4lDGFFPNWpqKew7eppFyDrrNM1DeBBj6w&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=2nOvD9NnPkzHXvrweNTFaQ&oh=00_AQL_rwgeoJdbXih7smJnkWC43cXbOSep6qzVw-TWkKyi5w&oe=6ABCA35B
4.2,ia,dailyprompter,724455,19/09/2026,2190,1762,428,518,Start with the Forage two. They aren’t courses. You work the real briefs a Deloitte or Siemens analyst gets and finish in an afternoon with their name on the certificate. Nothing else here gives you that for three hours.,https://www.instagram.com/p/DdetR7ciJvq/,2026-09-25 19:36,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/805485901_17960244681237568_3385405171950538577_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=106&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=JTRBw4b_MREQ7kNvwESISHJ&_nc_oc=AdpZ5JqTccJtXOyUmf9WRatKkopBJyGK7I6dcJ44s_xKMqHs1Ct-SIoAhAYFhJRSM0U&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=I1AF1PsWe8Eqy10y9zlivg&oh=00_AQLxaTNFwLtclmC26QC2xWio9xm4SoDCpRfR2gwyD78K2Q&oe=6ABC9248
4.1,ia,godofprompt,349696,10/09/2026,2345,1553,792,566,Comment “images” and I’ll send you the full GPT Images Mastery Guide. ChatGPT can edit your photos like a professional photographer if you know how to ask it. The reason most AI photo edits look fake is not the model. It,https://www.instagram.com/p/DdHtV9WHI4R/,2026-09-25 19:36,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/804364060_18015362021956776_3793504357105452241_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=107&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=ON-BJb1yfqkQ7kNvwEECk6F&_nc_oc=Adq0GXfKnx1zZbAhfwBxzqF1GCIfOS8Vfa6za1kkUOYe-_HU5y_Tta0sJnVtS8a_edc&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=KBlmSydkwspAgPc3z7KBpQ&oh=00_AQIcjPywFyYORH7U990XhlN68AkyRvCh8zWO1tecJ5J97Q&oe=6ABC87FA
4.1,ia,karinedolago,229384,22/09/2026,836,404,432,204,"Comente PLUGIN que eu te envio os links de todos os plugins e skills deste post! 🔌 Seu Claude Code e seu Codex podem fazer muito mais com os recursos certos. Separei 5 opções para encontrar novas skills, configurar seu p",https://www.instagram.com/p/Ddmil0lnWSy/,2026-09-25 19:36,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/795430668_18637145884055211_8787289096089098942_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=pBZ7YfsS_gsQ7kNvwHmaHCz&_nc_oc=Adpbus5RH2zF2OU2DMo5DPmAqpnVi5raaK0cKKP8cHCfbtmme3VT0RiwCBGhPzjTI4o&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=i_InM-FntEDs2nfJQnpORA&oh=00_AQKDyBC_VhvXTNMfyq4DjEND3jZ9DfV45jmBRHSePW_kmA&oe=6ABCA825
4.0,ia,godofprompt,349696,08/09/2026,2280,1556,724,566,"Comment “astra” and I’ll send you the full GPT-6 Astra guide. Stop doing your own admin. GPT-6 Astra runs your computer for you, and these 10 prompts show you exactly what to hand it. The shift with Astra is not that it ",https://www.instagram.com/p/DdDAOR-nDsP/,2026-09-25 19:36,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/801755272_18015099638956776_5456083066799091014_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=100&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=0pQST3MS6yUQ7kNvwFrcG7k&_nc_oc=Adpus_3SzzkhXNGpF-sbY0Z-WfJmUSmy-mP4B50LPN0ujvEQutSiweb8JBvJgNBJIHE&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=KBlmSydkwspAgPc3z7KBpQ&oh=00_AQKHRLq9XUBd08RSReWSkrlU-IWEQZYIuFiSvwS6gI8gEQ&oe=6ABCBA16
4.0,ia,godofprompt,349696,07/09/2026,2244,1396,848,566,Comment “astra” and I’ll send you the full GPT-6 Astra guide. Fable 5.1 vs GPT-6 Astra: 5 tests and the results shocked the whole internet. Forget the leaderboards for a second. 5 creators gave both models the same brief,https://www.instagram.com/p/Dc_8983HJFl/,2026-09-25 19:36,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/800377725_18014945009956776_4568356431768916198_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=106&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=PBdhEWCJL4kQ7kNvwHX3rRS&_nc_oc=Adp_XsNw0wLKuLBuTEtmU_CHp1r3SnFt0_H1j9QPznyA1KfW9dBKxK6jLuHjFFkm-mI&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=KBlmSydkwspAgPc3z7KBpQ&oh=00_AQIFrnToMB4NoMJsNcG3fmi2DanPzFLOl5f1xgpWkXM3Yg&oe=6ABCA3F6
4.0,ia,yourchatgptguide,1672379,25/08/2026,1426,1404,22,358,"Download ""PromptCraft"" (Link is in Bio) and learn how to write the perfect prompts for any purpose in 7 days 📥 Follow yourchatgptguide for more. Follow yourchatgptguide Follow yourchatgptguide Follow yourchatgptguide . #",https://www.instagram.com/p/DcdmB_NCKcB/,2026-09-25 19:36,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/785925478_18007667528955966_5137091948641085807_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=110&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=0AO8bK2b2E0Q7kNvwFFH3OX&_nc_oc=AdrwYYPcnVLfM3lQosHvfXRt6zNOzO6wosYgO9NyTfu7c2jZsEDBzZaFU9LfkryMGjk&_nc_zt=23&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=jEfR45uq6DHwdBK6won5lw&oh=00_AQK23peqgRhLSNL79PfsDa6fwtNUiB9ieN5rNBvYYwA5GQ&oe=6ABC86AE
4.0,ia,zeeeljain,167376,17/08/2026,1717,1253,464,430,"Comment ""CLAUDE"" and I'll send you the full guide, with an example for every command. Most people run Claude Code with three or four commands and never touch the rest. The rest are where the time actually goes. /clear to",https://www.instagram.com/p/DcI0EehCsh7/,2026-09-25 19:36,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/773863117_18065577974780249_3169165457058275453_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=103&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=JmEk73B4XNQQ7kNvwGCM13t&_nc_oc=AdrKebJHnAZ14ntqt_tGwI0b04sUYankahJLni42MgEuHGQoAoZo1h6vaBwmZtC4reE&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=mULPj3U0KLN1FjW0AkIYYg&oh=00_AQKgB_yi0pZckvyYGzw9p0rMbKmB6jb62BjnKHf0pbHeuQ&oe=6ABC89F7
3.9,ia,godofprompt,349696,20/09/2026,2215,1356,859,566,"Comment “claude” and I’ll send you the full Claude Mastery Guide. Claude can design a logo that looks like it costs $10,000, and it costs $0. Here’s the exact prompts. Most people’s logo is a Canva template or a $50 Five",https://www.instagram.com/p/DdhtwKuHPQX/,2026-09-25 19:36,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/817532241_18016852910956776_3359350979124159505_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=101&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=sJxabvsiRv4Q7kNvwHJoTb3&_nc_oc=AdolGUPV8M6md2FXA1l_pKVjTRmqA229kXeF3Fs3poih6OJ7odGVBBmkncZhBQC5JJ4&_nc_zt=23&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=KBlmSydkwspAgPc3z7KBpQ&oh=00_AQK3ypgXwlbG9inKqvSBtDs8-wkjBR_LKrLXij1PHYomkw&oe=6ABC83C4
3.9,dono,codiesanchez,3398122,23/09/2026,10223,10110,113,2638,You don’t win because you’re lucky. You win because you keep showing up when other people stop. Send this to someone who needs a boost today.,https://www.instagram.com/p/DdozJKZGIqQ/,2026-09-25 19:36,https://scontent-iad3-1.cdninstagram.com/v/t39.30808-6/820381551_1455818886362159_3403340893207359965_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=110&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=ITZ5dlHw7j8Q7kNvwEkL0ro&_nc_oc=AdrnD7qpTj7cR8whgwvEunvFRUrgjYi0zJerxtwoO39I9B0EELjylMkw1tsQ6OH4TpY&_nc_zt=23&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=2nOvD9NnPkzHXvrweNTFaQ&oh=00_AQJcCdJkVzLbfvc0GNyivlViuHKbesuMl0CnT0rxWIYfWw&oe=6ABC8D0A
3.8,ia,lucianapapini,552955,10/09/2026,305,269,36,80,"Se você trava na hora de escolher para quem prospectar, não precisa achar o “nicho perfeito”. Você precisa aprender a criar, precificar e vender as 3 automações mais lucrativas do mercado. Nos dias 12 e 13 de setembro va",https://www.instagram.com/p/DdHG-sgiOPM/,2026-09-25 19:36,https://scontent-iad3-2.cdninstagram.com/v/t39.30808-6/794684473_122275654196127132_7279349368596442877_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=W1V-KyPDDHkQ7kNvwFwl50G&_nc_oc=Adpjheq9NMHLL5oPwFKzgae_wcXKyiUp_UEzWLGuuyj_UIg2VM0du_MWZeN5rB6LdFA&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=zNjcKxbO_ln8QkDLW0DGjg&oh=00_AQIy1WoQXxtbxwj_QKID-7VUk6P1c5MSjcFfTULFgqEWcA&oe=6ABC846B
3.8,ia,renatoasse,128463,31/07/2026,165,162,3,43,"A conta de usar IA todo dia ficou mais barata de novo, e dessa vez o motivo é mais interessante do que só desconto. ­ Três semanas depois de lançar a família GPT-5.6, a OpenAI anunciou hoje um corte de preço na API. O Lu",https://www.instagram.com/p/DbeGsH7D_uB/,2026-09-25 19:36,https://scontent-iad3-2.cdninstagram.com/v/t39.30808-6/761384382_1876464243667055_5125326523930226269_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=T3rDp9KO5xUQ7kNvwF7ZyO5&_nc_oc=AdoQHU24rb8S_pMhwQ9V68s9Lf3hhJ-BI9b19ZicFMfLYOh1rjmxkWjax_eXHrmVvsM&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=qsOgaPaPuH98eNEbmv9DwA&oh=00_AQIjtaTiKPzo9hQPt2FtXbkcCEidWagtLBDpkVw95TfUPA&oe=6ABCA7AB
3.7,ia,dailyprompter,724455,20/09/2026,1916,1506,410,518,Nobody writes a law for something that isn’t happening. Connecticut’s bill forces stores to display a sign saying the price went up because of your personal data. The federal one would make grocery stores disclose facial,https://www.instagram.com/p/DdhVlCAnFYJ/,2026-09-25 19:36,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/796585382_17960415174237568_2045458052129879785_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=110&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=q_bwyVkAcXEQ7kNvwEjq9NZ&_nc_oc=AdrK8k5DX0uZ2tAkjaVkreyVhvxf4_v_VYo7wJbKshBYpzAK6cw43-WCihaeRN6UHkA&_nc_zt=23&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=I1AF1PsWe8Eqy10y9zlivg&oh=00_AQIg7SCvmDAmWP2Wysakzcj0QBo9bP3YQOPYgTxwP2RbLw&oe=6ABC9294
3.7,ia,lucianapapini,552955,06/09/2026,299,243,56,80,"Precificação de automação não deveria ser uma conta de “horas trabalhadas x valor por hora”. Você precisa considerar escopo, complexidade, integrações, responsabilidade e, principalmente, o valor que aquela solução gera ",https://www.instagram.com/p/Dc9IZrcgfu4/,2026-09-25 19:36,https://scontent-iad3-1.cdninstagram.com/v/t39.30808-6/793204011_122275200494127132_8290729953328687866_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=101&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=EK4SZNRZ03sQ7kNvwGGu2zU&_nc_oc=Ador3ZU5cwid91xnYSKWcNL5e2Nw9onw3VdbZrPXNmvqip3z1lZ84E23Rdi3ygKwxKE&_nc_zt=23&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=zNjcKxbO_ln8QkDLW0DGjg&oh=00_AQJXjez1C7aITMOyLrohV12V4j0q9K7Y-KgtBbxFw7I4Xg&oe=6ABC9AF4
3.7,dono,codiesanchez,3398122,17/09/2026,9653,9068,585,2638,Stay thirsty my friends… and if you’re looking for even more advice just wait for what tomorrow’s launch has in store. UGH I’m so excited 🚨🚨 ALERT: I am doing potentially the biggest business book launch giveaway thats e,https://www.instagram.com/p/DdY-fi_lUoW/,2026-09-25 19:36,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/813645709_18633131818037688_6191074677681792369_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=4Vt67T934jYQ7kNvwGMQEk3&_nc_oc=Adpbn9zqtLx4OkGWqlE2hht3YWfyfnYhyChU3eYExgvC_MkZsaiah-XVCujobpN16R8&_nc_zt=23&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=2nOvD9NnPkzHXvrweNTFaQ&oh=00_AQKYtmAwFgT2nx7l-okIifxki1E0BVBSyFr4hQdeC2S_KQ&oe=6ABCAD50
